accX,accY,accZ,gyroX,gyroY,gyroZ
0.19,0.00,2.00,-47.73,-16.46,43.14
0.09,-0.04,2.00,-25.82,-40.43,42.05
0.07,0.03,1.83,-6.75,-50.58,48.01
0.16,0.04,1.54,2.62,-50.27,45.69
0.25,-0.01,1.45,-1.05,-33.65,36.42
0.22,-0.00,1.42,-2.75,-9.83,22.04
0.15,0.02,1.46,-2.79,4.18,10.07
0.10,0.03,1.45,4.36,12.33,5.14
0.09,0.07,1.41,6.84,19.04,3.33
0.06,0.10,1.37,2.04,22.04,3.30
0.05,0.13,1.38,0.36,25.14,5.00
0.07,0.17,1.34,5.57,21.92,8.10
0.11,0.16,1.41,-1.16,20.96,11.26
0.17,0.14,1.46,-2.72,12.12,11.11
0.16,0.18,1.51,-6.95,8.18,10.80
0.18,0.20,1.58,-8.94,1.35,12.13
0.15,0.20,1.65,-7.09,-4.64,15.82
0.17,0.20,1.68,-0.53,-14.70,18.56
0.24,0.20,1.66,4.65,-25.14,15.69
0.29,0.22,1.65,5.10,-31.23,6.44
0.31,0.25,1.66,12.83,-26.60,1.11
0.31,0.25,1.74,19.77,-19.02,-2.25
0.30,0.20,1.82,30.24,-17.64,-7.49
0.31,0.32,1.84,38.67,-25.87,-14.43
0.39,0.53,1.62,46.73,-34.32,-15.76
0.59,0.27,1.86,-1.25,-1.31,-11.92
0.47,-0.12,2.00,-16.78,43.72,-14.15
0.18,-0.10,2.00,34.15,26.08,-22.64
0.04,-0.06,2.00,13.52,-14.24,-27.02
0.08,-0.01,1.69,29.01,-61.15,-33.56
0.20,0.14,1.15,33.83,-60.38,-35.58
0.28,0.08,1.10,20.94,-18.75,-30.98
0.21,0.11,1.23,32.70,25.15,-25.11
0.08,0.19,1.33,27.34,34.52,-20.48
-0.00,0.18,1.43,5.10,19.68,-15.06
0.01,0.13,1.47,-10.99,-8.30,-6.72
0.11,0.07,1.43,-17.33,-16.82,5.40
0.17,0.08,1.42,-17.68,-17.87,13.15
0.21,0.09,1.36,-23.93,-21.45,14.27
0.25,0.10,1.34,-31.04,-20.98,12.49
0.26,0.12,1.33,-27.98,-9.50,11.61
0.24,0.16,1.40,-22.23,5.90,13.53
0.21,0.21,1.39,-27.08,3.40,14.14
0.14,0.18,1.49,-35.24,8.18,17.58
0.15,0.13,1.60,-33.03,4.35,24.27
0.13,0.07,1.68,-22.64,7.42,30.53
0.15,0.05,1.70,-11.92,3.62,33.73
0.17,0.10,1.62,-2.49,-0.69,34.70
0.18,0.11,1.64,0.89,7.80,38.23
0.10,0.15,1.71,10.60,17.23,45.81
0.09,0.16,1.73,16.11,12.50,56.63
0.09,0.14,1.83,16.75,10.58,64.44
0.21,0.28,1.71,33.47,2.11,76.18
0.23,0.28,1.63,20.72,14.75,85.90
0.25,0.14,1.95,-26.53,21.24,92.06
0.19,-0.14,2.00,-41.57,12.87,90.92
0.13,-0.22,2.00,-17.40,-9.70,88.28
0.11,-0.20,2.00,3.59,-27.05,83.31
0.15,-0.11,1.69,12.42,-39.67,71.17
0.17,-0.06,1.41,20.16,-20.70,62.52
0.18,-0.05,1.31,23.45,14.20,56.98
0.06,0.02,1.34,19.76,48.36,54.22
-0.08,-0.00,1.49,6.93,59.01,55.55
-0.15,-0.03,1.63,5.60,47.49,61.87
-0.15,-0.04,1.61,8.56,27.95,73.75
-0.05,-0.05,1.55,15.11,14.10,85.01
0.01,-0.08,1.55,7.83,3.56,87.84
0.08,-0.06,1.48,7.63,-8.73,87.92
0.12,-0.05,1.46,11.99,0.08,91.72
0.12,0.01,1.47,20.31,12.02,94.53
0.07,0.04,1.53,17.54,18.99,97.43
0.05,0.06,1.61,18.64,11.05,99.47
0.06,0.06,1.65,12.70,-13.95,93.89
0.16,0.07,1.60,8.73,-42.11,85.05
0.24,0.09,1.55,12.37,-43.94,78.85
0.29,0.12,1.58,19.72,-33.47,72.00
0.25,0.21,1.56,29.26,-24.42,64.73
0.29,0.25,1.56,22.48,-26.05,53.77
0.23,0.28,1.59,17.19,-19.95,45.29
0.20,0.24,1.70,22.37,-15.60,40.08
0.24,0.40,1.69,37.54,-23.19,37.58
0.43,0.40,1.67,33.01,-16.69,38.82
0.52,0.05,2.00,-5.85,32.78,40.67
0.31,-0.08,2.00,15.67,39.52,35.29
0.09,-0.11,2.00,32.26,22.22,39.27
0.07,-0.31,2.00,25.54,-4.93,40.34
0.08,-0.18,1.78,71.08,-41.87,32.26
0.06,-0.08,1.33,61.25,-38.28,27.56
0.13,-0.09,1.20,58.32,-23.32,32.75
0.11,-0.04,1.18,58.84,14.49,43.03
-0.05,0.02,1.33,42.18,39.61,53.93
-0.11,-0.08,1.54,35.16,34.20,70.47
-0.06,-0.14,1.65,28.69,12.37,85.10
0.04,-0.20,1.63,21.46,-0.24,96.53
0.10,-0.20,1.59,18.33,-4.30,104.07
0.14,-0.18,1.52,14.75,-5.98,107.79
0.17,-0.21,1.52,4.81,0.05,108.99
0.12,-0.24,1.56,19.39,22.22,116.17
0.09,-0.16,1.50,42.48,40.11,130.81
0.09,-0.18,1.60,29.16,55.39,148.06
0.13,-0.31,1.75,12.40,53.79,152.98
0.08,-0.34,1.79,13.82,47.20,154.44
0.03,-0.26,1.69,32.38,47.40,167.85
0.04,-0.22,1.57,44.56,53.05,189.12
0.10,-0.32,1.57,36.96,62.67,205.40
0.09,-0.41,1.64,33.57,61.48,209.94
0.04,-0.40,1.57,37.90,40.86,210.55
0.09,-0.38,1.42,52.02,31.86,221.32
0.22,-0.30,1.35,67.78,44.20,231.25
0.31,-0.24,1.38,73.16,68.99,235.62
0.27,-0.14,1.50,42.26,94.54,239.01
0.15,-0.08,1.71,7.64,111.72,249.99
-0.05,-0.19,2.00,-36.33,99.15,249.99
-0.08,-0.31,2.00,-29.10,42.78,249.99
0.14,-0.40,2.00,-22.06,-17.55,249.99
0.34,-0.46,1.99,-22.15,-33.95,249.99
0.47,-0.39,1.80,-9.81,-30.75,229.94
0.45,-0.27,1.61,5.83,-5.46,205.54
0.38,-0.13,1.46,21.55,16.77,182.91
0.30,0.01,1.41,26.88,29.43,166.34
0.27,0.04,1.46,21.93,34.62,153.52
0.24,0.07,1.50,26.34,39.59,150.69
0.23,0.10,1.57,29.07,37.80,146.32
0.20,0.15,1.59,28.24,27.07,139.85
0.17,0.20,1.57,21.85,14.08,137.02
0.14,0.17,1.62,18.30,8.12,136.99
0.12,0.16,1.65,27.44,2.54,139.00
0.11,0.17,1.66,26.15,-11.03,136.63
0.11,0.14,1.65,21.06,-28.14,128.52
0.13,0.20,1.53,21.36,-43.47,117.74
0.17,0.20,1.46,10.96,-46.17,104.87
0.22,0.21,1.42,12.57,-45.01,87.45
0.20,0.29,1.41,6.88,-28.59,71.85
0.13,0.36,1.46,5.04,-15.01,61.19
0.15,0.30,1.60,-1.30,-10.40,54.02
0.19,0.21,1.78,1.49,-6.61,46.69
0.24,0.19,1.82,5.23,-16.43,31.99
0.36,0.22,1.77,11.33,-23.68,16.44
0.41,0.33,1.64,15.42,0.55,7.89
0.42,0.21,1.83,2.53,45.34,11.18
0.36,0.11,2.00,7.48,63.39,6.32
0.25,0.14,2.00,5.65,42.24,-6.31
0.20,0.16,1.87,-0.13,18.34,-10.31
0.22,0.17,1.71,2.08,7.10,-7.41
0.29,0.15,1.63,-1.09,5.83,-4.30
0.33,0.18,1.51,9.06,11.68,-1.65
0.35,0.20,1.49,5.10,22.28,-1.78
0.33,0.14,1.53,-0.27,24.39,-7.16
0.33,0.12,1.60,2.45,12.80,-17.95
0.33,0.15,1.50,11.96,1.19,-25.12
0.38,0.16,1.42,11.43,0.47,-28.63
0.40,0.15,1.39,5.63,1.98,-33.52
0.40,0.10,1.44,-8.07,9.23,-39.59
0.32,0.07,1.54,0.19,13.21,-45.82
0.25,0.16,1.46,12.02,0.24,-47.88
0.23,0.21,1.40,2.13,-12.05,-47.81
0.27,0.17,1.39,-2.16,-20.28,-47.34
0.28,0.17,1.39,-3.56,-10.93,-45.14
0.20,0.18,1.47,-0.56,5.12,-38.67
0.12,0.18,1.59,-6.70,-1.66,-33.20
0.11,0.18,1.60,-4.37,-16.33,-26.92
0.15,0.20,1.56,-5.92,-22.19,-21.27
0.15,0.20,1.61,-11.14,-17.85,-15.64
0.15,0.18,1.69,-8.62,-16.46,-11.27
0.24,0.12,1.81,-6.90,-15.75,-8.16
0.19,0.16,1.80,5.63,-15.41,-11.75
0.18,0.20,1.74,6.09,-10.30,-14.24
0.13,0.23,1.72,10.85,3.23,-11.29
0.14,0.35,1.73,24.67,10.35,-7.24
0.19,0.41,1.69,18.05,13.62,-5.30
0.18,0.31,1.87,-6.16,27.50,-4.39
0.09,0.24,2.00,-19.74,26.28,-0.44
0.06,0.04,2.00,-40.17,-4.17,1.65
0.13,0.01,2.00,-10.57,-56.48,-7.64
0.26,0.06,1.63,6.93,-68.92,-17.85
0.31,0.02,1.47,-2.78,-43.51,-28.79
0.25,0.03,1.42,10.15,-11.57,-38.51
0.12,0.11,1.43,19.17,5.08,-43.89
0.08,0.16,1.35,18.55,-6.90,-48.77
0.12,0.17,1.30,6.42,-19.01,-54.29
0.14,0.18,1.24,4.22,-15.38,-55.39
0.15,0.21,1.21,7.42,2.64,-48.29
0.10,0.22,1.34,4.46,20.22,-39.19
0.04,0.26,1.41,3.86,8.16,-32.41
0.08,0.27,1.42,-1.51,-9.60,-22.74
0.18,0.23,1.45,-14.98,-24.43,-16.17
0.23,0.15,1.54,-21.74,-23.90,-14.00
0.24,0.10,1.66,-19.27,-23.63,-12.85
0.19,0.10,1.71,-9.88,-28.72,-12.47
0.20,0.16,1.61,-2.53,-47.65,-16.22
0.30,0.16,1.48,-10.43,-58.05,-22.00
0.35,0.19,1.52,-18.42,-41.40,-29.09
0.33,0.16,1.71,-15.01,-18.14,-33.26
0.30,0.15,1.95,-4.28,-5.58,-36.61
0.23,0.19,2.00,3.05,-6.46,-39.62
0.23,0.43,2.00,17.21,-14.94,-37.70
0.29,0.52,1.76,19.12,-10.96,-27.55
0.38,0.28,1.86,-13.03,21.51,-16.30
0.25,-0.01,2.00,-37.68,48.49,-14.08
0.03,-0.13,2.00,-28.94,24.94,-25.04
-0.12,0.09,1.85,7.93,-35.42,-26.28
0.10,0.18,1.33,10.89,-80.35,-19.60
0.28,0.09,1.10,-1.41,-65.82,-11.89
0.44,0.01,1.17,2.85,-28.31,-12.41
0.31,0.10,1.24,15.22,7.01,-15.21
0.22,0.17,1.29,8.57,-0.18,-17.36
0.24,0.17,1.29,-1.28,-20.30,-19.17
0.30,0.16,1.27,-5.71,-20.21,-17.88
0.32,0.17,1.30,-10.12,-8.90,-16.08
0.31,0.17,1.35,-16.48,-5.69,-17.69
0.31,0.15,1.39,-21.20,-2.59,-19.85
0.33,0.13,1.46,-26.68,-3.25,-23.35
0.34,0.08,1.51,-30.11,1.64,-25.42
0.37,0.03,1.61,-28.15,13.85,-25.89
0.32,0.00,1.69,-21.46,22.03,-29.70
0.23,0.03,1.67,-16.93,10.63,-37.69
0.20,0.07,1.62,-16.77,-1.81,-40.76
0.20,0.08,1.60,-8.74,-1.32,-35.44
0.27,0.11,1.55,8.58,15.35,-27.92
0.23,0.15,1.65,5.20,41.43,-22.32
0.10,0.11,1.84,-6.49,40.11,-20.17
0.08,0.12,1.96,-11.71,11.41,-12.83
0.10,0.26,1.68,24.22,9.19,6.16
0.09,0.32,1.62,14.34,38.96,32.43
0.08,0.13,1.94,-16.71,58.96,55.69
-0.01,-0.15,2.00,-26.73,48.98,58.16
-0.07,-0.20,2.00,-16.26,-23.12,41.25
0.00,-0.08,2.00,6.02,-72.94,36.27
0.14,-0.05,1.69,6.69,-74.94,33.10
0.22,-0.06,1.48,12.80,-49.39,26.73
0.19,0.03,1.35,24.51,-16.62,20.25
0.13,0.04,1.36,18.02,10.33,15.70
0.03,0.08,1.37,17.59,15.67,13.11
0.00,0.09,1.35,14.21,13.55,14.17
0.02,0.09,1.35,18.43,12.79,19.49
0.05,0.13,1.30,20.91,7.39,23.00
0.06,0.17,1.27,10.39,-0.33,23.36
0.07,0.19,1.30,7.18,-3.02,26.49
0.11,0.24,1.23,12.00,-4.17,34.29
0.14,0.25,1.31,4.73,1.22,40.89
0.16,0.23,1.39,-8.58,-5.69,41.50
0.23,0.17,1.54,-15.90,-8.51,40.93
0.23,0.14,1.74,-17.17,-6.73,35.39
0.22,0.17,1.86,-7.03,-16.65,27.03
0.28,0.22,1.84,1.59,-31.68,14.92
0.36,0.22,1.82,4.30,-24.53,3.77
0.31,0.25,1.89,9.71,-2.16,-6.09
0.21,0.27,1.94,13.49,3.24,-14.96
0.17,0.40,2.00,24.54,-4.26,-19.40
0.31,0.54,1.76,53.24,-2.62,-13.89
0.49,0.36,1.82,26.01,39.77,-7.58
0.40,-0.03,2.00,-11.67,100.88,-13.65
-0.01,-0.06,2.00,31.48,98.01,-23.27
-0.14,0.08,2.00,9.03,10.03,-33.04
-0.05,0.07,1.71,8.64,-40.80,-30.38
0.13,0.07,1.37,19.65,-51.26,-26.79
0.17,0.12,1.15,19.84,-27.49,-18.87
0.20,0.11,1.18,23.35,12.13,-7.81
0.19,0.13,1.24,19.29,20.67,-6.55
0.15,0.11,1.29,1.77,11.19,-10.91
0.18,0.09,1.30,-5.29,0.30,-9.96
0.18,0.11,1.28,-10.25,1.55,-4.06
0.22,0.07,1.32,-14.73,-1.75,-1.70
0.25,0.08,1.32,-14.86,-8.74,-7.84
0.28,0.11,1.29,-17.07,-16.79,-15.70
0.30,0.12,1.30,-27.27,-9.71,-18.59
0.25,0.13,1.37,-24.12,4.68,-13.47
0.21,0.15,1.47,-24.30,0.95,-12.21
0.20,0.10,1.58,-31.94,-6.85,-13.79
0.20,0.06,1.67,-23.55,-11.70,-11.99
0.17,0.09,1.67,-10.99,-10.71,-11.00
0.12,0.20,1.62,-5.14,-13.24,-9.74
0.13,0.23,1.63,-3.81,-14.63,-6.24
0.16,0.24,1.78,-2.24,-9.00,-0.36
0.08,0.24,1.85,15.43,1.07,7.63
0.08,0.24,1.92,13.62,-10.00,15.28
0.14,0.35,1.93,17.88,-25.88,22.06
0.19,0.44,1.75,25.53,-20.67,32.86
0.24,0.31,1.85,-4.91,-3.46,42.95
0.22,0.01,2.00,-38.42,5.50,45.07
0.13,-0.18,2.00,-24.71,-17.10,37.54
0.11,-0.14,2.00,2.25,-62.15,25.85
0.18,-0.03,1.75,13.92,-87.66,14.08
0.26,-0.02,1.41,5.89,-73.63,5.58
0.27,-0.02,1.30,23.90,-26.66,2.95
0.16,0.09,1.13,36.83,11.60,1.08
0.08,0.07,1.23,17.11,37.12,-0.43
0.01,0.09,1.29,9.86,27.05,-3.75
-0.01,0.12,1.30,-3.01,19.70,-2.04
0.04,0.13,1.31,1.01,16.89,7.34
0.11,0.13,1.32,3.04,21.71,15.19
0.15,0.13,1.37,2.36,19.07,16.84
0.11,0.17,1.43,-5.91,13.35,17.95
0.12,0.20,1.44,-10.14,-3.68,22.19
0.17,0.20,1.45,-14.80,-12.59,26.55
0.19,0.19,1.52,-16.77,-13.92,30.63
0.18,0.21,1.58,-13.74,-16.04,32.91
0.19,0.24,1.63,-14.54,-27.50,33.48
0.27,0.21,1.65,-19.80,-48.97,26.86
0.38,0.21,1.60,-14.63,-49.71,19.59
0.37,0.22,1.68,-14.18,-27.86,14.62
0.38,0.19,1.83,-6.16,-24.60,6.32
0.39,0.16,1.92,-3.87,-24.73,-5.34
0.37,0.22,1.96,6.74,-28.80,-15.46
0.46,0.43,1.80,30.02,-25.73,-16.14
0.60,0.35,1.77,11.27,2.11,-17.73
0.51,0.02,2.00,-32.23,56.27,-18.92
0.28,-0.21,2.00,-4.83,65.13,-25.43
0.03,-0.11,2.00,15.49,15.80,-35.77
0.08,0.02,1.74,33.11,-41.07,-41.44
0.14,0.14,1.20,38.55,-40.91,-42.30
0.20,0.14,1.04,33.45,-15.56,-37.32
0.23,0.15,1.12,36.21,23.51,-29.74
0.18,0.25,1.12,40.97,43.44,-25.37
0.13,0.26,1.23,22.81,49.14,-21.07
0.14,0.20,1.35,1.99,28.21,-17.72
0.20,0.11,1.47,-5.14,21.62,-10.35
0.23,0.06,1.51,-1.22,14.51,-2.97
0.30,0.05,1.51,4.71,7.95,0.24
0.34,0.08,1.42,2.72,2.69,-0.90
0.38,0.10,1.37,-7.26,1.42,-6.62
0.34,0.11,1.37,-17.30,9.45,-8.79
0.27,0.11,1.47,-22.99,11.88,-6.77
0.27,0.09,1.50,-21.87,-2.07,-7.44
0.26,0.08,1.50,-24.45,-5.95,-8.34
0.22,0.06,1.55,-23.17,-4.47,-7.31
0.16,0.11,1.52,-14.88,-10.47,-7.35
0.13,0.17,1.49,-15.30,-11.84,-6.23
0.09,0.24,1.49,-12.40,-9.08,-0.63
0.09,0.27,1.58,-9.51,-2.46,8.68
0.08,0.27,1.70,-3.43,6.36,19.65
0.09,0.29,1.82,-2.57,3.76,28.49
0.12,0.37,1.89,-5.13,-8.88,36.13
0.14,0.41,1.82,-4.40,-8.05,49.04
0.21,0.26,2.00,-40.66,-9.88,63.19
0.34,-0.09,2.00,-51.11,-16.04,64.51
0.29,-0.19,2.00,-19.59,-22.09,54.15
0.17,-0.17,2.00,-2.69,-32.87,42.33
0.13,-0.07,1.83,22.44,-49.94,30.43
0.20,0.01,1.42,32.70,-48.31,20.44
0.23,0.02,1.24,32.24,-17.65,14.14
0.18,0.06,1.19,40.37,24.28,10.62
0.08,0.13,1.24,37.94,52.64,7.02
-0.03,0.18,1.30,17.52,52.84,7.98
-0.05,0.10,1.49,-2.05,42.93,16.94
-0.06,0.06,1.55,7.44,38.41,35.17
0.06,0.03,1.58,8.10,19.81,47.20
0.14,-0.02,1.57,4.17,5.53,47.87
0.16,0.04,1.45,10.29,-5.53,46.40
0.16,0.09,1.41,3.12,-6.43,46.42
0.11,0.16,1.41,5.87,-4.30,51.29
0.12,0.20,1.44,1.16,-11.15,57.17
0.15,0.22,1.51,-7.96,-21.18,55.64
0.17,0.22,1.56,-12.07,-32.59,53.09
0.21,0.20,1.64,-8.11,-37.25,50.20
0.31,0.20,1.64,-1.93,-48.39,42.63
0.43,0.16,1.65,-3.20,-42.68,29.53
0.48,0.13,1.74,1.58,-20.02,15.17
0.36,0.15,1.87,15.08,5.51,1.83
0.28,0.20,1.87,28.34,4.93,-9.39
0.28,0.40,1.82,38.08,-0.59,-12.63
0.42,0.35,1.75,32.67,9.90,-9.45
0.43,0.11,2.00,9.82,54.00,-2.79
0.23,-0.00,2.00,14.38,69.31,0.99
-0.03,-0.00,2.00,27.78,40.00,4.97
-0.02,0.00,1.95,32.03,-21.24,6.48
0.10,0.08,1.45,40.82,-50.32,7.61
0.17,0.13,1.18,34.12,-36.45,13.37
0.25,0.12,1.15,38.86,-7.26,21.52
0.23,0.16,1.16,38.30,23.57,27.20
0.14,0.15,1.32,13.95,28.98,28.63
0.12,0.12,1.43,-2.79,3.67,30.08
0.18,0.11,1.39,-2.96,-11.34,37.07
0.27,0.08,1.41,-9.32,-14.45,41.56
0.32,0.09,1.40,-9.30,-12.57,42.22
0.38,0.11,1.35,-11.96,-10.99,39.82
0.41,0.11,1.35,-19.34,-0.30,34.04
0.38,0.14,1.38,-20.49,9.90,29.50
0.30,0.14,1.45,-28.46,14.68,26.08
0.28,0.12,1.49,-25.05,12.60,25.73
0.26,0.11,1.55,-26.47,11.41,26.66
0.24,0.10,1.58,-21.23,7.63,27.38
0.24,0.09,1.61,-18.02,8.11,26.72
0.21,0.11,1.64,-6.92,10.03,29.17
0.23,0.12,1.65,6.32,10.17,35.21
0.25,0.08,1.72,11.22,12.64,37.95
0.21,0.08,1.75,14.32,15.06,38.77
0.14,0.12,1.78,23.93,14.87,44.03
0.12,0.26,1.71,38.84,5.23,54.38
0.18,0.33,1.66,36.24,5.31,69.31
0.26,0.23,1.84,8.61,8.44,78.55
0.33,0.15,2.00,-2.48,-7.15,77.34
0.33,-0.00,2.00,-12.05,-7.81,76.13
0.28,-0.08,2.00,5.57,-15.63,70.52
0.26,-0.06,1.92,18.09,-33.52,56.05
0.25,0.01,1.58,25.09,-35.48,40.67
0.22,0.13,1.30,26.57,-24.90,26.47
0.18,0.17,1.22,17.11,2.24,18.26
0.10,0.19,1.28,17.09,28.50,15.82
0.01,0.26,1.30,15.98,37.98,17.19
0.00,0.22,1.39,-4.30,26.99,20.39
0.05,0.13,1.48,-11.18,20.28,24.86
0.08,0.12,1.50,-6.42,17.17,31.68
0.13,0.08,1.53,-7.19,15.78,36.74
0.13,0.07,1.55,-5.72,11.69,37.14
0.12,0.11,1.51,-0.11,3.04,36.32
0.13,0.17,1.46,-1.66,-4.96,37.89
0.13,0.23,1.43,-5.33,-11.17,39.69
0.17,0.22,1.47,-8.48,-10.93,43.04
0.18,0.22,1.58,-13.20,-13.69,42.36
0.20,0.19,1.67,-11.33,-16.59,39.65
0.21,0.20,1.72,-4.68,-19.55,36.64
0.23,0.20,1.75,-2.80,-22.86,32.17
0.28,0.19,1.77,3.89,-24.87,25.58
0.31,0.22,1.77,8.48,-23.17,18.49
0.31,0.21,1.83,13.29,-15.14,11.75
0.31,0.20,1.87,21.58,-10.03,4.97
0.29,0.32,1.84,31.42,-0.08,1.26
0.31,0.37,1.82,26.97,6.35,0.92
0.26,0.24,2.00,11.96,28.94,7.97
0.23,0.09,2.00,19.50,34.70,13.85
0.09,-0.07,2.00,16.78,28.76,15.69
-0.02,-0.14,2.00,23.92,-6.79,8.54
-0.02,-0.03,1.57,43.76,-48.51,-0.27
0.08,0.05,1.22,47.42,-50.19,-1.63
0.16,0.10,1.00,51.89,-36.39,-0.04
0.23,0.15,1.03,40.60,-0.18,0.69
0.17,0.21,1.14,39.34,32.01,3.84
0.12,0.28,1.27,37.91,40.83,11.90
0.11,0.26,1.42,29.75,33.00,21.79
0.19,0.27,1.41,16.89,17.09,32.47
0.33,0.14,1.59,-23.82,16.20,39.41
0.33,-0.01,1.84,-33.37,18.44,35.02
0.25,0.07,1.71,-20.13,-1.81,24.41
0.21,0.15,1.53,-29.72,-18.10,19.29
0.17,0.20,1.36,-21.68,-18.32,20.92
0.21,0.20,1.28,-19.74,-10.14,27.31
0.22,0.16,1.36,-20.12,10.30,29.10
0.18,0.16,1.47,-22.69,18.45,28.12
0.12,0.15,1.58,-20.16,18.46,29.75
0.14,0.15,1.57,-9.38,10.14,32.11
0.19,0.16,1.52,-5.22,6.57,30.61
0.23,0.16,1.57,-11.05,11.38,29.62
0.20,0.20,1.63,-4.41,17.60,29.46
0.17,0.28,1.62,1.72,18.68,33.29
0.15,0.25,1.73,-5.04,21.21,40.28
0.20,0.19,1.81,-2.42,10.97,45.42
0.25,0.18,1.86,5.72,7.41,47.21
0.29,0.29,1.78,23.95,8.17,47.62
0.25,0.36,1.66,7.80,11.26,48.93
0.32,0.16,1.88,-45.69,11.83,52.30
0.26,-0.20,2.00,-62.63,23.21,55.40
0.10,-0.21,2.00,-11.82,0.80,49.98
0.20,-0.14,1.87,-0.76,-35.28,39.67
0.21,-0.07,1.58,5.37,-38.12,28.97
0.23,-0.05,1.49,8.56,-21.46,23.09
0.24,-0.02,1.43,22.76,5.10,20.96
0.16,0.02,1.53,21.49,33.45,22.02
0.05,-0.04,1.72,14.40,36.64,23.77
-0.01,-0.03,1.76,25.08,18.17,28.63
0.03,0.04,1.60,27.61,-9.54,33.55
0.10,0.07,1.44,22.87,-19.62,38.71
0.12,0.06,1.43,8.67,-24.84,38.70
0.16,0.07,1.41,1.18,-37.27,33.77
0.18,0.05,1.41,-5.13,-31.40,31.77
0.14,0.13,1.40,5.87,-20.08,33.23
0.11,0.24,1.42,15.11,-11.70,39.49
0.12,0.27,1.51,11.96,-13.44,46.06
0.19,0.20,1.62,17.46,-17.15,50.32
0.27,0.23,1.59,27.42,-21.73,47.16
0.34,0.22,1.61,23.54,-20.61,39.47
0.38,0.25,1.62,23.58,-18.39,27.69
0.42,0.26,1.63,21.30,-7.72,15.81
0.41,0.23,1.71,27.53,14.97,6.10
0.29,0.31,1.79,33.88,24.30,-1.99
0.28,0.52,1.73,40.93,4.23,-5.74
0.35,0.53,1.60,26.54,1.02,-3.33
0.46,0.28,1.82,0.22,23.28,5.81
0.37,0.01,2.00,-16.97,56.66,12.53
0.14,-0.08,2.00,6.69,39.52,8.90
0.14,-0.09,2.00,7.93,-17.99,1.16
0.16,0.01,1.51,18.81,-49.08,-6.96
0.31,0.02,1.20,8.48,-56.21,-14.49
0.36,-0.02,1.18,18.47,-16.14,-17.30
0.36,-0.02,1.27,27.44,28.31,-16.99
0.22,0.09,1.37,28.45,44.09,-18.31
0.16,0.04,1.50,11.72,44.98,-19.87
0.07,0.07,1.55,7.84,34.98,-13.42
0.02,0.13,1.53,6.57,23.69,-0.46
0.08,0.13,1.52,-1.01,0.75,9.51
0.21,0.10,1.43,-7.39,-12.09,11.56
0.20,0.14,1.43,-20.90,-2.95,12.05
0.18,0.11,1.52,-20.48,5.78,14.22
0.11,0.16,1.55,-12.84,6.36,17.19
0.11,0.15,1.56,-14.62,-1.63,20.69
0.13,0.14,1.57,-8.78,-5.20,23.71
0.18,0.12,1.54,-11.07,-16.59,18.68
0.19,0.13,1.52,-19.29,-22.62,10.81
0.22,0.13,1.54,-9.11,-17.28,11.38
0.30,0.13,1.59,5.55,-2.41,14.01
0.32,0.12,1.61,20.09,18.64,12.39
0.20,0.14,1.76,19.58,34.72,11.34
0.05,0.18,1.79,26.55,29.59,16.75
0.02,0.32,1.75,36.42,13.85,30.33
0.05,0.42,1.60,41.69,11.51,48.87
0.07,0.41,1.58,18.36,19.00,66.76
0.07,0.24,1.81,-17.15,25.93,82.51
-0.04,-0.03,2.00,-37.32,19.87,97.56
-0.01,-0.25,2.00,-22.42,-19.42,98.18
0.05,-0.21,1.96,6.57,-61.05,89.49
0.08,-0.07,1.52,8.38,-63.67,80.51
0.20,-0.05,1.27,4.04,-46.09,71.30
0.16,-0.05,1.34,3.95,8.42,66.24
0.05,0.00,1.42,16.88,45.56,66.62
-0.07,0.01,1.59,2.47,58.28,69.03
-0.17,0.02,1.71,0.14,40.30,75.41
-0.10,-0.01,1.63,5.17,13.42,85.27
-0.01,0.01,1.55,8.59,-0.52,94.25
0.05,-0.01,1.49,6.98,-4.20,97.97
0.11,0.01,1.48,11.25,3.87,101.94
0.08,0.04,1.55,15.31,10.63,104.52
0.11,0.05,1.63,15.95,-4.55,101.55
0.17,0.09,1.56,19.63,-14.96,96.44
0.20,0.12,1.53,15.73,-12.02,91.42
0.18,0.15,1.57,12.79,-7.23,84.84
0.17,0.18,1.59,16.07,-8.16,77.42
0.16,0.19,1.62,20.39,-11.01,70.19
0.18,0.22,1.63,22.66,-16.99,62.74
0.25,0.20,1.67,26.17,-18.14,55.05
0.29,0.19,1.73,31.69,-13.85,44.49
0.26,0.14,1.83,31.41,-7.33,34.00
0.19,0.13,1.89,42.88,-6.39,27.67
0.18,0.34,1.76,60.40,-18.63,25.87
