accX,accY,accZ,gyroX,gyroY,gyroZ
-0.13,0.25,0.39,10.35,-81.25,-154.70
-0.28,0.27,0.29,19.94,-83.02,-148.66
-0.42,0.28,0.12,16.54,-86.13,-129.91
-0.42,0.33,0.01,-15.69,-89.71,-92.38
-0.34,0.34,-0.01,-71.80,-29.66,-80.78
-0.47,0.38,0.06,-121.70,40.93,-106.53
-0.76,0.32,0.15,-156.52,24.07,-126.11
-0.97,0.33,0.30,-207.28,27.07,-142.34
-1.12,0.28,0.62,-244.69,26.77,-86.12
-1.15,0.27,0.91,-249.35,45.11,-30.88
-1.10,0.29,1.05,-226.53,73.29,12.84
-1.07,0.29,1.12,-213.28,83.31,44.14
-1.02,0.29,1.26,-234.89,86.63,74.84
-0.91,0.28,1.38,-250.00,54.01,120.84
-0.70,0.01,1.89,-250.00,96.53,147.44
-0.56,0.06,2.00,-160.32,85.49,165.58
-0.50,0.05,2.00,-81.46,98.63,160.13
-0.39,0.04,1.95,-18.84,104.55,159.94
-0.46,0.01,1.61,23.77,85.88,143.94
-0.44,-0.02,1.46,6.17,39.56,143.80
-0.34,-0.08,1.59,-26.20,9.37,157.55
-0.20,-0.12,1.75,-22.07,-3.46,162.51
-0.07,-0.13,1.73,13.09,-32.84,157.84
0.08,-0.14,1.67,45.37,-62.36,151.80
0.26,-0.12,1.64,67.65,-84.82,140.24
0.40,-0.12,1.60,95.12,-104.77,117.84
0.46,-0.15,1.48,133.22,-126.26,70.95
0.45,-0.07,1.41,172.40,-129.94,29.71
0.39,-0.05,1.19,187.95,-104.11,8.74
0.33,0.00,1.04,193.44,-124.22,-12.89
0.33,0.06,0.85,179.05,-148.06,-35.70
0.35,0.09,0.73,157.53,-142.79,-43.15
0.37,0.12,0.59,147.47,-140.89,-61.14
0.25,0.19,0.43,116.67,-122.18,-99.06
0.07,0.19,0.42,87.60,-118.77,-114.67
-0.09,0.19,0.45,64.83,-119.39,-117.47
-0.19,0.24,0.41,60.39,-110.25,-108.94
-0.21,0.25,0.35,53.30,-95.94,-95.77
-0.10,0.27,0.31,42.31,-32.91,-84.30
-0.12,0.31,0.19,23.35,39.02,-85.42
-0.19,0.35,0.15,-9.87,17.54,-102.72
-0.27,0.36,0.20,-34.50,-18.84,-120.30
-0.38,0.35,0.23,-51.22,-13.87,-125.56
-0.56,0.37,0.21,-67.10,25.31,-122.61
-0.70,0.37,0.22,-88.93,26.21,-110.12
-0.80,0.37,0.25,-115.18,25.61,-88.64
-0.78,0.37,0.36,-155.40,32.81,-51.30
-0.57,0.36,0.64,-187.19,40.55,-16.56
-0.63,0.27,0.76,-175.32,148.60,-25.41
-0.76,0.25,0.68,-143.82,96.02,-34.71
-0.80,0.21,0.62,-174.93,72.03,-25.68
-0.74,0.18,0.86,-239.55,94.96,-0.71
-0.65,0.08,1.18,-244.98,76.74,8.29
-0.70,0.06,1.24,-227.09,49.45,1.11
-0.66,0.02,1.50,-250.00,53.79,27.61
-0.55,-0.13,2.00,-246.72,60.42,66.65
-0.43,-0.04,2.00,-79.82,97.09,50.96
-0.50,0.04,1.98,15.82,89.51,37.41
-0.53,0.10,1.73,28.64,59.47,39.33
-0.42,0.14,1.74,9.56,19.17,38.86
-0.43,0.14,1.83,9.99,-36.25,14.02
-0.55,0.12,1.92,27.14,-84.12,-5.63
-0.66,0.07,1.98,69.06,-95.28,-2.43
-0.68,0.04,1.80,135.99,-83.05,11.44
-0.66,0.05,1.46,190.06,-41.78,24.25
-0.70,0.09,1.07,209.48,-32.40,40.09
-0.61,0.13,0.82,189.22,-62.52,55.15
-0.53,0.14,0.80,155.86,-90.00,67.48
-0.41,0.19,0.96,157.97,-86.91,77.67
-0.33,0.22,0.89,188.31,-85.42,61.12
-0.27,0.27,0.63,210.95,-84.63,21.80
-0.42,0.25,0.33,214.59,-76.97,-4.88
-0.49,0.27,0.07,189.83,-65.49,-1.98
-0.55,0.27,-0.14,141.40,-6.09,21.18
-0.57,0.28,-0.27,76.98,45.62,57.01
-0.50,0.25,-0.27,5.92,64.20,92.58
-0.37,0.24,-0.18,-52.51,91.68,107.71
-0.42,0.12,-0.19,-99.56,83.56,127.51
-0.38,0.07,-0.11,-147.66,-23.58,138.18
-0.30,0.00,0.08,-185.68,-40.53,172.45
-0.18,-0.06,0.41,-221.98,37.72,189.39
-0.02,-0.14,0.73,-220.32,118.00,197.04
-0.04,-0.13,0.88,-206.11,163.12,177.79
0.06,-0.13,0.98,-188.70,131.86,151.54
0.07,-0.14,1.04,-187.64,121.02,120.67
0.32,-0.13,1.21,-207.79,134.96,87.27
-0.15,-0.22,1.50,-230.22,131.45,24.28
-0.20,-0.27,1.93,-209.56,48.84,3.78
