accX,accY,accZ,gyroX,gyroY,gyroZ
-0.52,-1.04,1.06,-88.81,-169.76,-250.00
0.55,-0.57,0.51,-39.85,-224.08,-250.00
1.42,-0.07,0.30,-52.38,-199.63,-250.00
1.96,0.13,0.29,-71.55,-121.03,-250.00
2.00,-0.16,0.31,-31.33,-22.71,-53.70
1.92,-0.27,0.25,51.45,32.21,249.99
1.67,-0.38,0.46,92.62,86.31,249.99
1.11,-0.75,0.60,108.28,134.40,249.99
0.44,-1.08,0.79,139.66,147.61,249.99
-0.03,-0.97,0.96,190.57,118.45,249.99
-0.58,-0.66,1.18,228.88,76.52,249.99
-0.98,0.10,1.43,199.39,11.99,249.99
-1.12,0.71,1.77,15.43,-10.25,27.80
-1.32,-0.37,1.70,-179.08,-24.11,-250.00
-0.88,-0.98,1.30,-196.61,-78.11,-250.00
0.03,-0.72,0.83,-153.89,-118.94,-250.00
1.07,-0.31,0.53,-146.10,-146.38,-250.00
1.66,-0.14,0.51,-160.68,-94.92,-250.00
1.71,-0.22,0.57,-128.58,-40.82,-250.00
1.84,-0.21,0.47,-61.61,-0.71,-123.05
1.81,-0.28,0.49,-14.72,53.60,130.46
1.18,-0.67,0.65,14.63,95.96,249.99
0.65,-1.15,0.77,63.73,94.22,249.99
0.34,-1.26,0.91,122.60,88.33,249.99
0.02,-1.18,1.00,179.72,80.89,249.99
-0.27,-0.65,1.10,198.36,44.85,249.99
-0.58,0.25,1.39,106.41,1.23,190.32
-0.98,-0.13,1.64,-71.37,-24.98,-217.96
-0.72,-0.75,1.37,-150.26,-86.11,-250.00
0.00,-0.73,0.95,-131.71,-128.28,-250.00
0.76,-0.43,0.65,-116.69,-156.19,-250.00
1.20,-0.29,0.57,-118.65,-133.17,-250.00
1.30,-0.37,0.53,-85.04,-99.84,-250.00
1.66,-0.30,0.41,-25.88,-55.21,-29.91
1.93,-0.29,0.37,20.10,8.19,159.19
1.65,-0.40,0.50,26.11,60.40,189.69
1.14,-0.87,0.64,27.40,92.65,189.26
0.80,-1.22,0.76,69.60,116.68,249.99
0.43,-1.27,0.88,139.08,127.56,249.99
-0.06,-1.05,1.03,204.64,117.55,249.99
-0.46,-0.60,1.23,235.98,77.53,249.99
-0.74,0.11,1.44,189.89,23.54,249.99
-0.90,0.44,1.63,33.51,-12.34,71.05
-1.01,-0.22,1.58,-130.84,-49.81,-232.79
-0.67,-0.68,1.29,-177.73,-105.47,-250.00
0.04,-0.61,0.88,-169.96,-151.60,-250.00
0.77,-0.40,0.56,-174.19,-173.28,-250.00
1.25,-0.36,0.43,-183.27,-148.05,-250.00
1.41,-0.34,0.45,-145.11,-113.13,-250.00
1.70,-0.32,0.38,-40.10,-63.10,-110.19
2.00,-0.23,0.21,53.62,-0.69,223.04
1.66,-0.34,0.40,73.04,71.22,249.99
1.03,-0.82,0.61,70.38,114.38,249.99
0.60,-1.10,0.81,92.59,120.92,249.99
0.29,-1.03,0.95,129.81,119.92,249.99
-0.05,-0.90,1.07,159.13,118.11,249.99
-0.58,-0.35,1.20,145.01,89.68,246.25
-1.19,-0.12,1.75,0.21,20.55,-64.40
-1.31,-0.75,1.81,-133.04,-72.36,-250.00
-0.72,-0.98,1.33,-129.81,-128.62,-250.00
0.15,-0.58,0.83,-94.40,-167.04,-250.00
1.13,-0.10,0.45,-107.68,-154.48,-250.00
1.80,-0.17,0.37,-146.10,-75.42,-250.00
1.70,-0.50,0.46,-104.97,-21.02,-250.00
1.76,-0.50,0.39,-4.52,9.79,45.98
1.77,-0.62,0.40,58.44,47.74,249.99
1.22,-1.09,0.52,103.17,95.70,249.99
0.70,-1.18,0.69,154.06,108.09,249.99
0.29,-0.98,0.88,201.55,103.72,249.99
-0.10,-0.70,1.00,239.65,96.95,249.99
-0.42,-0.01,1.15,226.01,68.71,249.99
-0.85,0.64,1.55,71.91,36.11,99.14
-1.38,-0.09,1.80,-113.95,-25.12,-250.00
-0.94,-0.52,1.48,-186.69,-113.00,-250.00
-0.20,-0.70,0.99,-180.25,-161.76,-250.00
0.62,-0.73,0.57,-156.37,-186.88,-250.00
1.33,-0.64,0.32,-153.95,-134.95,-250.00
1.53,-0.68,0.39,-140.06,-75.33,-250.00
1.60,-0.60,0.42,-79.29,-42.59,-196.95
1.79,-0.48,0.35,-11.08,-7.93,17.45
1.66,-0.59,0.40,28.11,44.98,151.34
1.15,-0.83,0.57,63.39,87.45,214.04
0.68,-0.93,0.76,106.74,101.69,249.99
0.33,-0.99,0.90,154.11,104.12,249.99
0.04,-0.97,1.00,204.04,98.40,249.99
-0.30,-0.59,1.11,228.60,82.80,249.99
-0.66,0.12,1.30,163.66,47.29,249.99
-1.06,0.15,1.76,-31.09,13.28,-104.21
-1.25,-0.55,1.76,-170.00,-65.74,-250.00
-0.67,-0.72,1.38,-179.41,-126.39,-250.00
0.11,-0.55,0.90,-161.52,-170.17,-250.00
0.94,-0.43,0.48,-158.00,-169.03,-250.00
1.54,-0.67,0.35,-151.21,-86.44,-250.00
1.65,-0.92,0.30,-34.30,-24.14,-115.88
1.99,-0.55,0.17,89.49,0.56,249.99
1.78,-0.45,0.35,110.73,56.69,249.99
1.16,-0.84,0.55,88.17,107.83,249.99
0.42,-1.17,0.73,102.04,126.24,244.82
-0.04,-1.12,0.96,139.56,124.50,249.99
-0.42,-0.85,1.16,177.14,100.39,249.99
-0.68,-0.19,1.28,161.41,63.90,227.55
-1.00,0.13,1.63,10.76,38.04,-46.49
-1.40,-0.52,1.80,-132.53,-37.01,-250.00
-1.11,-0.75,1.55,-150.28,-115.82,-250.00
-0.31,-0.56,1.11,-132.82,-162.10,-250.00
0.46,-0.49,0.64,-128.13,-193.64,-250.00
1.17,-0.30,0.32,-147.59,-183.01,-250.00
1.52,-0.06,0.29,-173.77,-134.45,-250.00
1.74,0.01,0.29,-153.31,-69.89,-250.00
1.97,-0.12,0.16,-55.15,-13.76,-57.17
1.92,-0.21,0.16,29.59,51.12,219.60
1.47,-0.45,0.39,53.60,112.07,249.99
0.83,-1.11,0.60,73.30,145.97,249.99
0.37,-1.47,0.80,136.58,143.80,249.99
0.09,-1.31,0.92,215.74,131.24,249.99
-0.23,-0.79,1.07,249.99,114.49,249.99
-0.60,0.17,1.28,211.25,73.51,249.99
-1.04,0.43,1.76,12.15,31.57,-60.93
-1.41,-0.42,1.79,-136.54,-53.74,-250.00
-0.91,-0.64,1.43,-147.85,-132.64,-250.00
-0.04,-0.33,0.95,-137.60,-187.73,-250.00
0.92,-0.11,0.40,-162.85,-175.49,-250.00
1.85,-0.23,0.14,-215.91,-82.64,-250.00
1.68,-0.64,0.32,-183.63,-23.23,-250.00
1.38,-0.38,0.44,-66.06,-30.03,-140.01
1.82,-0.17,0.29,9.01,-8.13,215.49
1.71,-0.75,0.32,13.86,58.23,249.99
1.05,-1.25,0.48,41.34,98.54,232.83
0.56,-1.18,0.74,81.50,107.35,249.99
0.09,-1.27,0.95,132.00,103.01,249.99
-0.21,-1.15,1.06,202.24,79.75,249.99
-0.40,-0.52,1.13,231.97,49.87,249.99
-0.54,0.31,1.35,125.41,20.29,190.80
-0.97,-0.28,1.58,-70.29,3.26,-204.32
-1.08,-1.20,1.45,-123.00,-69.78,-250.00
-0.36,-1.04,1.08,-78.67,-136.57,-250.00
0.48,-0.62,0.67,-60.53,-167.63,-250.00
1.46,-0.35,0.45,-81.83,-122.54,-250.00
1.79,-0.65,0.39,-40.14,-39.13,-216.43
1.96,-0.44,0.32,52.99,1.57,99.78
1.73,-0.26,0.44,88.42,46.49,249.99
1.19,-0.45,0.63,74.05,90.19,249.99
0.58,-0.80,0.79,73.21,118.09,229.51
0.21,-0.89,0.94,92.06,126.47,241.64
-0.11,-0.82,1.08,120.64,128.27,245.54
-0.52,-0.51,1.23,126.74,112.37,227.76
-0.91,-0.28,1.48,70.75,86.41,94.59
-1.29,-0.32,1.76,-30.67,21.63,-122.72
-1.31,-0.64,1.74,-100.46,-50.96,-250.00
-0.81,-0.82,1.40,-97.89,-111.64,-232.86
-0.09,-0.77,1.00,-75.44,-158.50,-212.27
0.59,-0.63,0.65,-70.95,-180.04,-245.31
1.19,-0.44,0.48,-93.10,-157.92,-250.00
1.40,-0.36,0.54,-117.93,-125.08,-250.00
1.43,-0.32,0.57,-102.13,-85.99,-250.00
1.73,-0.32,0.44,-31.02,-35.06,-90.52
1.96,-0.41,0.33,40.02,29.66,223.19
1.58,-0.58,0.47,73.54,85.17,249.99
0.98,-0.89,0.68,89.50,123.71,249.99
0.50,-1.07,0.83,122.58,140.52,249.99
0.11,-1.03,0.93,169.64,144.28,249.99
-0.22,-0.85,1.08,215.20,125.85,249.99
-0.51,-0.29,1.14,228.97,75.55,249.99
-0.67,0.62,1.45,105.27,34.41,175.40
-1.39,-0.15,1.88,-81.79,-1.85,-250.00
-1.32,-0.63,1.69,-140.90,-87.76,-250.00
-0.46,-0.57,1.30,-141.59,-140.68,-250.00
0.24,-0.64,0.91,-140.42,-171.87,-250.00
0.80,-0.76,0.64,-114.85,-167.21,-250.00
1.23,-0.81,0.57,-57.90,-135.09,-231.74
1.76,-0.72,0.38,25.73,-87.23,5.51
2.00,-0.51,0.32,75.79,-12.00,219.44
1.76,-0.59,0.41,93.79,66.29,249.99
1.12,-0.76,0.61,104.58,114.85,249.99
0.59,-0.85,0.78,114.21,147.32,249.36
0.12,-0.72,0.96,116.98,163.03,217.60
-0.36,-0.50,1.10,103.88,180.92,157.26
-1.22,-0.37,1.49,41.22,137.15,-9.08
-1.78,-0.52,1.98,-78.37,19.07,-250.00
-1.66,-0.87,1.86,-136.07,-82.83,-250.00
-0.90,-0.82,1.41,-107.40,-153.07,-250.00
-0.26,-0.72,1.03,-70.26,-206.58,-250.00
0.49,-0.46,0.64,-37.44,-237.60,-204.29
1.28,-0.26,0.38,-41.87,-203.22,-189.56
1.71,-0.29,0.38,-49.45,-125.89,-185.51
1.95,-0.48,0.29,6.24,-46.86,-32.37
2.00,-0.41,0.21,74.65,18.83,247.38
1.88,-0.51,0.39,90.14,96.47,249.99
1.12,-0.92,0.60,95.69,155.91,249.99
0.40,-1.09,0.81,129.05,172.39,249.99
-0.08,-1.03,1.03,180.39,161.19,249.99
-0.40,-0.67,1.15,226.25,137.67,249.99
-0.69,0.10,1.29,198.64,98.22,249.99
-1.27,0.56,1.73,38.25,43.82,-36.60
-1.67,-0.12,2.00,-151.11,-44.24,-250.00
-1.25,-0.53,1.71,-199.57,-125.84,-250.00
-0.29,-0.53,1.14,-169.82,-180.39,-250.00
0.73,-0.44,0.62,-140.81,-189.83,-250.00
1.42,-0.35,0.41,-136.22,-142.33,-250.00
1.48,-0.54,0.61,-98.64,-85.50,-250.00
1.76,-0.26,0.44,-2.07,-56.42,-45.49
2.00,-0.23,0.31,61.90,4.88,249.99
1.92,-0.44,0.44,76.39,73.20,249.99
1.17,-0.87,0.68,82.70,124.92,249.99
0.42,-0.98,0.86,114.87,126.14,249.99
0.02,-0.84,1.13,150.96,106.98,249.99
-0.34,-0.71,1.23,182.82,95.44,249.99
-0.45,-0.12,1.17,176.34,70.46,249.99
-0.77,0.55,1.53,11.07,64.63,6.65
-1.60,-0.55,1.90,-166.91,-13.20,-250.00
-1.27,-0.90,1.65,-183.72,-103.45,-250.00
-0.25,-0.74,1.18,-154.01,-156.78,-250.00
0.54,-0.58,0.71,-135.69,-172.45,-250.00
1.13,-0.35,0.50,-140.53,-152.40,-250.00
1.24,-0.63,0.69,-111.95,-120.49,-250.00
1.41,-0.63,0.46,29.20,-98.84,-49.15
2.00,-0.29,0.22,126.14,-23.86,249.99
1.47,-0.63,0.47,136.88,49.98,249.99
0.71,-1.15,0.73,152.89,76.13,249.99
0.40,-1.13,0.96,175.85,65.54,249.99
0.10,-1.11,1.09,194.38,68.86,249.99
-0.26,-0.73,1.27,217.83,38.61,249.99
-0.30,0.08,1.28,191.79,1.95,249.99
-0.35,0.99,1.43,16.33,-6.20,33.21
-1.03,-0.05,1.66,-203.64,-13.88,-250.00
-0.86,-0.73,1.49,-250.00,-77.87,-250.00
-0.03,-0.78,1.10,-250.00,-110.62,-250.00
0.62,-0.67,0.73,-244.96,-106.77,-250.00
0.95,-0.58,0.56,-216.56,-82.60,-250.00
1.11,-0.68,0.61,-155.21,-79.45,-250.00
1.47,-0.59,0.34,-32.50,-60.59,-95.69
1.99,-0.51,0.18,66.22,-6.29,225.68
1.89,-0.44,0.23,96.47,47.67,249.99
1.43,-0.91,0.47,75.37,101.88,249.99
0.73,-1.35,0.66,102.36,117.24,234.35
0.49,-1.23,0.82,158.55,116.68,249.99
0.19,-0.90,0.96,200.10,123.22,249.99
-0.27,-0.56,1.13,221.24,115.09,249.99
-0.63,0.22,1.22,189.68,76.32,221.08
-1.00,0.59,1.72,1.72,54.68,-110.71
-1.56,-0.46,1.90,-154.46,-23.82,-250.00
-1.04,-0.64,1.49,-167.09,-120.95,-250.00
0.16,-0.44,0.94,-168.82,-162.83,-250.00
0.88,-0.59,0.48,-163.22,-159.74,-250.00
1.32,-0.55,0.37,-146.62,-130.51,-250.00
1.27,-0.35,0.48,-99.68,-115.60,-250.00
1.62,-0.18,0.32,-22.12,-80.37,-82.89
2.00,-0.26,0.17,38.67,-8.68,230.48
1.93,-0.64,0.32,78.90,74.33,249.99
1.27,-0.92,0.52,120.35,124.96,249.99
0.72,-1.08,0.72,170.20,148.03,249.99
0.28,-1.01,0.87,224.30,147.98,249.99
-0.12,-0.70,1.08,249.99,132.95,249.99
-0.46,0.07,1.11,249.99,98.21,249.99
-0.84,1.10,1.58,88.10,70.27,115.85
-1.71,-0.03,2.00,-137.58,6.77,-250.00
-1.40,-0.75,1.65,-199.89,-84.21,-250.00
-0.34,-0.81,1.16,-190.22,-136.81,-250.00
0.53,-0.77,0.65,-173.26,-163.13,-250.00
1.15,-0.61,0.44,-167.66,-152.71,-250.00
1.27,-0.48,0.58,-147.54,-126.99,-250.00
1.30,-0.31,0.54,-74.48,-100.74,-250.00
1.95,-0.22,0.32,12.07,-45.43,83.10
2.00,-0.51,0.26,81.90,33.52,249.99
1.60,-0.63,0.42,120.80,98.14,249.99
0.96,-0.87,0.63,140.98,135.65,249.99
0.41,-0.97,0.80,177.84,147.61,249.99
0.04,-0.81,0.99,218.96,139.27,249.99
-0.22,-0.35,1.13,248.73,120.55,249.99
-0.47,0.67,1.21,184.37,94.98,249.99
-1.27,0.54,1.78,-32.57,65.03,-139.69
-1.74,-0.45,1.97,-180.70,-35.79,-250.00
-1.02,-0.70,1.59,-197.40,-118.81,-250.00
-0.08,-0.76,1.04,-178.52,-166.28,-250.00
0.71,-0.80,0.60,-153.81,-176.46,-250.00
1.21,-0.64,0.48,-133.64,-147.25,-250.00
1.28,-0.58,0.59,-98.53,-113.85,-250.00
1.59,-0.45,0.49,-27.58,-75.13,-110.20
2.00,-0.51,0.40,43.17,-7.97,132.32
1.78,-0.67,0.40,109.86,56.00,249.99
1.30,-0.67,0.58,146.42,99.08,249.99
0.71,-0.81,0.78,165.65,124.48,249.99
0.15,-0.95,0.95,196.80,123.16,249.99
-0.14,-0.63,1.07,231.32,110.16,249.99
-0.56,0.52,1.27,152.08,79.08,222.58
-1.51,0.04,1.98,-61.55,30.75,-250.00
-1.64,-0.63,1.92,-166.52,-78.70,-250.00
-0.51,-0.61,1.34,-160.50,-132.36,-250.00
0.39,-0.52,0.77,-148.19,-161.46,-250.00
1.13,-0.46,0.42,-147.27,-152.08,-250.00
1.41,-0.41,0.45,-135.65,-113.73,-250.00
1.48,-0.25,0.45,-83.54,-87.39,-243.00
1.99,-0.13,0.31,-34.10,-47.88,33.08
2.00,-0.45,0.30,-1.58,30.18,196.50
1.70,-0.76,0.44,40.12,83.96,249.99
1.28,-1.00,0.59,81.57,122.15,249.99
0.74,-1.09,0.75,131.35,147.83,249.99
0.13,-0.98,0.88,183.75,145.58,249.99
-0.37,-0.68,1.11,222.47,105.05,249.99
-0.57,0.10,1.24,218.36,50.98,249.99
-0.68,0.95,1.52,62.16,37.28,88.97
-1.31,0.04,1.75,-138.15,10.10,-250.00
-1.24,-0.63,1.57,-203.24,-67.99,-250.00
-0.46,-0.59,1.23,-185.09,-115.07,-250.00
0.37,-0.59,0.86,-169.94,-141.36,-250.00
1.21,-0.67,0.54,-154.51,-114.93,-250.00
1.50,-0.75,0.52,-123.93,-61.07,-250.00
1.41,-0.73,0.59,-56.30,-43.88,-202.75
1.71,-0.50,0.51,15.48,-27.35,44.97
1.78,-0.63,0.45,72.46,9.60,239.34
1.41,-0.80,0.57,115.54,54.44,249.99
0.85,-0.93,0.74,162.57,71.11,249.99
0.41,-0.76,0.90,206.88,68.94,249.99
-0.03,-0.40,1.04,223.45,56.02,249.99
-0.51,0.54,1.28,138.56,32.96,249.99
-1.22,0.11,1.84,-85.78,13.95,-162.82
-1.26,-0.85,1.70,-183.15,-58.05,-250.00
-0.29,-0.98,1.16,-166.53,-118.51,-250.00
0.54,-0.84,0.70,-147.16,-150.67,-250.00
1.06,-0.71,0.46,-140.43,-138.99,-250.00
1.22,-0.62,0.52,-116.00,-126.98,-250.00
1.42,-0.50,0.40,-16.16,-114.03,-156.04
2.00,-0.28,0.08,89.27,-54.65,207.98
2.00,-0.28,0.20,113.56,35.32,249.99
1.26,-0.54,0.48,103.64,106.29,249.99
0.61,-0.84,0.75,107.05,122.44,249.99
0.35,-0.82,0.90,127.63,114.07,249.99
0.01,-0.70,1.06,128.86,114.78,239.43
-0.64,-0.44,1.33,84.29,103.05,128.54
-1.25,-0.44,1.79,-16.61,48.26,-83.60
-1.19,-0.51,1.87,-116.91,-16.39,-250.00
-0.77,-0.80,1.47,-151.48,-72.09,-250.00
0.02,-0.75,0.97,-117.29,-123.01,-250.00
0.87,-0.56,0.58,-77.77,-156.47,-250.00
1.43,-0.44,0.37,-45.19,-139.52,-250.00
1.64,-0.14,0.31,-12.60,-103.72,-229.67
1.87,0.20,0.29,8.48,-48.93,-64.86
1.91,-0.01,0.31,30.53,15.83,100.13
1.81,-0.17,0.35,49.57,67.44,229.42
1.47,-0.50,0.48,52.89,115.39,249.99
0.92,-0.91,0.62,70.19,141.39,249.99
0.43,-1.06,0.80,116.30,140.15,249.99
0.10,-0.78,0.91,158.09,130.77,249.99
-0.34,0.04,1.16,98.28,113.20,176.14
-1.21,-0.30,1.72,-54.44,79.20,-194.08
-1.55,-0.77,1.90,-127.94,-32.33,-250.00
-1.07,-0.80,1.54,-119.24,-121.43,-250.00
-0.26,-0.73,1.04,-91.16,-180.89,-250.00
0.61,-0.57,0.57,-71.44,-191.45,-250.00
1.19,-0.47,0.35,-57.05,-181.96,-250.00
1.47,-0.27,0.21,-25.42,-168.54,-211.51
1.96,0.16,0.01,4.26,-124.97,-70.59
2.00,0.24,-0.00,12.76,-47.42,69.24
2.00,-0.21,0.17,34.45,29.40,186.07
1.57,-0.67,0.34,89.77,78.31,249.99
1.21,-0.97,0.55,160.06,115.56,249.99
0.88,-0.88,0.67,227.87,139.22,249.99
0.48,-0.34,0.70,249.99,148.64,249.99
-0.33,0.35,1.12,124.72,141.24,187.87
-1.33,-0.46,1.74,-67.73,88.83,-235.99
-1.47,-1.12,1.97,-146.54,-13.41,-250.00
-0.94,-1.23,1.67,-131.56,-86.41,-250.00
-0.31,-1.10,1.24,-68.26,-135.91,-250.00
0.50,-0.69,0.73,-11.29,-151.01,-219.28
1.16,-0.45,0.43,18.70,-118.11,-164.55
1.51,-0.04,0.30,29.95,-109.78,-92.27
1.91,0.11,0.16,40.52,-65.58,52.75
2.00,-0.18,0.10,77.53,5.52,249.99
2.00,-0.24,0.29,110.16,68.01,249.99
1.44,-0.58,0.49,118.09,134.99,249.99
0.51,-0.90,0.70,136.67,151.63,249.99
0.05,-0.69,0.88,150.71,145.29,249.99
-0.52,-0.09,1.19,66.32,136.63,119.09
-1.34,-0.59,1.76,-79.38,101.79,-249.04
-1.57,-1.09,1.95,-151.12,8.13,-250.00
-1.08,-1.02,1.61,-121.49,-74.33,-250.00
-0.30,-0.82,1.16,-74.22,-131.84,-248.80
0.36,-0.62,0.69,-35.77,-164.73,-218.18
1.09,-0.44,0.44,-27.95,-167.30,-202.20
1.40,-0.27,0.30,-23.57,-138.90,-205.60
1.83,0.19,0.24,-26.03,-107.09,-148.66
2.00,0.08,0.22,-30.36,-30.88,-59.14
2.00,-0.23,0.20,8.88,33.59,146.95
1.68,-0.48,0.36,42.53,96.32,249.99
1.08,-0.92,0.54,78.63,139.85,249.99
0.57,-1.03,0.73,125.81,158.13,249.99
0.08,-0.98,0.86,177.04,154.44,249.99
-0.41,-0.41,1.00,187.58,137.51,249.99
-1.16,0.01,1.64,56.85,85.61,37.06
-1.66,-0.52,2.00,-104.09,-5.10,-250.00
-1.33,-0.83,1.75,-144.07,-76.19,-250.00
-0.58,-0.77,1.25,-107.45,-130.30,-250.00
0.13,-0.60,0.79,-68.29,-176.24,-250.00
0.90,-0.39,0.41,-47.56,-184.69,-250.00
1.39,-0.18,0.29,-42.00,-155.30,-250.00
1.68,0.02,0.25,-25.89,-125.56,-152.28
1.98,-0.09,0.22,20.45,-63.48,66.59
2.00,-0.38,0.18,84.28,9.41,249.99
1.91,-0.76,0.36,119.72,91.52,249.99
1.26,-1.12,0.49,156.47,147.30,249.99
0.66,-1.10,0.67,208.79,163.22,249.99
0.15,-0.78,0.86,249.99,150.23,249.99
-0.37,-0.43,1.06,249.99,125.17,249.99
-0.53,0.52,1.16,226.10,76.04,249.99
-1.07,1.00,1.64,3.11,88.45,-79.57
-1.78,-0.29,1.94,-197.75,2.08,-250.00
-1.37,-0.66,1.63,-234.06,-96.62,-250.00
-0.41,-0.73,1.13,-205.91,-159.06,-250.00
0.47,-0.66,0.66,-168.37,-204.02,-250.00
1.17,-0.54,0.35,-142.75,-187.78,-250.00
1.47,-0.50,0.40,-104.43,-143.33,-250.00
1.67,-0.34,0.34,-21.52,-121.44,-144.57
2.00,-0.37,0.13,78.43,-58.46,192.50
2.00,-0.44,0.19,136.74,39.45,249.99
1.45,-0.66,0.45,143.03,120.27,249.99
0.70,-0.97,0.66,158.49,159.04,249.99
0.25,-0.94,0.87,201.77,158.29,249.99
-0.11,-0.75,1.04,245.38,161.94,249.99
-0.52,-0.13,1.13,249.99,136.55,249.99
-0.78,1.12,1.39,148.53,95.76,225.19
-1.61,0.26,1.95,-126.54,49.99,-250.00
-1.73,-0.83,1.83,-233.81,-83.47,-250.00
-0.85,-0.84,1.35,-200.98,-166.56,-250.00
0.09,-0.78,0.81,-162.93,-212.07,-250.00
0.91,-0.62,0.33,-127.80,-225.34,-250.00
1.54,-0.32,0.27,-115.65,-181.88,-250.00
1.60,-0.14,0.40,-81.96,-119.18,-250.00
1.88,0.06,0.27,-13.37,-67.97,-48.97
2.00,-0.04,0.23,19.91,15.96,164.02
1.62,-0.45,0.37,46.80,89.87,244.26
1.21,-0.79,0.55,84.40,129.50,249.99
0.85,-0.99,0.68,141.18,153.09,249.99
0.50,-0.90,0.80,212.61,165.21,249.99
0.01,-0.65,0.95,249.99,169.93,249.99
-0.39,-0.20,1.06,249.99,125.82,249.99
-0.50,1.00,1.17,249.99,82.79,249.99
-1.01,1.66,1.66,22.76,97.82,117.68
-1.98,-0.30,1.95,-250.00,49.17,-250.00
-1.87,-1.46,1.68,-250.00,-99.02,-250.00
-0.54,-1.04,1.14,-199.28,-178.05,-250.00
0.43,-0.78,0.66,-181.96,-203.22,-250.00
0.97,-0.61,0.45,-181.05,-187.52,-250.00
1.22,-0.35,0.51,-176.35,-151.92,-250.00
1.29,-0.24,0.51,-116.20,-124.55,-250.00
1.73,-0.23,0.30,-28.15,-77.91,-51.75
1.91,-0.55,0.23,41.11,4.91,178.49
1.60,-0.77,0.34,90.51,74.85,249.99
1.15,-0.82,0.54,128.17,106.96,249.99
0.83,-0.93,0.71,160.00,137.32,249.99
0.35,-1.02,0.79,211.32,160.66,249.99
-0.08,-0.63,0.85,249.99,156.85,249.99
-0.72,0.74,1.20,183.98,121.87,243.25
-1.66,0.05,2.00,-92.70,55.89,-250.00
-1.87,-0.86,2.00,-209.69,-68.54,-250.00
-0.93,-0.92,1.44,-140.63,-131.63,-250.00
0.05,-0.63,0.83,-84.89,-183.17,-250.00
0.97,-0.51,0.37,-69.47,-199.52,-250.00
1.64,-0.39,0.25,-72.52,-154.18,-250.00
1.84,-0.54,0.31,-24.12,-77.39,-147.42
2.00,-0.55,0.19,84.12,-9.24,194.47
2.00,-0.56,0.23,161.96,62.43,249.99
1.50,-0.66,0.50,178.77,143.71,249.99
0.49,-0.89,0.70,214.07,174.38,249.99
0.02,-0.70,0.98,249.99,176.24,249.99
-0.45,-0.42,1.17,249.99,151.76,249.99
-0.68,0.37,1.29,249.99,105.65,249.99
-1.01,1.21,1.59,124.66,69.23,212.65
-1.71,0.60,1.98,-111.74,23.94,-204.19
-1.65,-0.22,1.81,-230.70,-64.03,-250.00
-0.84,-0.59,1.44,-250.00,-124.60,-250.00
-0.10,-0.83,1.00,-236.79,-171.75,-250.00
0.62,-0.87,0.63,-205.21,-182.01,-250.00
1.10,-0.60,0.52,-182.50,-158.84,-250.00
1.28,-0.44,0.60,-157.91,-122.52,-250.00
1.34,-0.47,0.58,-88.75,-90.71,-250.00
1.98,-0.42,0.27,16.08,-38.03,92.06
2.00,-0.65,0.28,87.24,55.49,249.99
1.34,-0.76,0.49,131.75,116.81,249.99
0.71,-0.92,0.69,158.83,155.13,249.99
0.20,-1.02,0.87,193.47,158.72,249.99
-0.15,-0.81,1.04,234.98,145.34,249.99
-0.51,-0.15,1.14,244.18,112.97,249.99
-0.88,0.78,1.55,109.32,76.32,106.29
-1.51,0.19,2.00,-121.25,38.54,-250.00
-1.60,-0.73,1.85,-223.30,-51.50,-250.00
-0.90,-0.81,1.41,-181.97,-122.14,-250.00
-0.02,-0.66,0.92,-140.20,-181.80,-250.00
0.76,-0.59,0.53,-120.97,-202.34,-250.00
1.32,-0.47,0.39,-114.75,-163.10,-250.00
1.56,-0.44,0.46,-96.85,-101.53,-250.00
1.63,-0.52,0.43,-25.28,-59.55,-97.27
1.98,-0.54,0.32,54.16,-6.18,184.81
1.75,-0.69,0.42,105.40,61.08,249.99
1.18,-0.85,0.61,139.04,111.27,249.99
0.69,-0.94,0.76,176.02,142.05,249.99
0.22,-0.93,0.94,221.31,145.11,249.99
-0.12,-0.65,1.11,249.99,130.43,249.99
-0.39,-0.16,1.23,249.99,95.50,249.99
-0.46,0.70,1.27,213.55,64.35,249.99
-0.97,0.96,1.67,6.61,68.24,-3.36
-1.42,0.16,1.83,-192.50,32.31,-250.00
-1.25,-0.58,1.65,-250.00,-50.40,-250.00
-0.53,-0.86,1.26,-242.84,-115.08,-250.00
0.18,-1.07,0.88,-198.50,-151.21,-250.00
0.67,-0.92,0.62,-148.58,-172.11,-250.00
1.10,-0.58,0.58,-119.17,-157.34,-250.00
1.30,-0.49,0.59,-85.50,-112.26,-250.00
1.51,-0.60,0.46,-3.93,-70.95,-64.54
1.98,-0.47,0.34,71.82,-17.40,200.49
1.64,-0.60,0.47,102.52,56.26,249.99
0.99,-0.80,0.65,114.24,103.71,249.99
0.54,-0.97,0.81,127.78,126.95,249.99
0.19,-1.05,0.93,154.70,143.20,249.99
-0.16,-0.76,1.01,180.28,151.81,249.99
-0.64,-0.01,1.20,134.79,129.31,164.50
-1.39,0.01,1.83,-11.99,85.30,-161.35
-1.84,-0.51,2.00,-111.43,-26.37,-250.00
-1.15,-0.55,1.67,-125.97,-92.08,-244.24
-0.34,-0.58,1.19,-124.00,-144.43,-232.57
0.24,-0.65,0.80,-111.21,-182.96,-250.00
0.88,-0.57,0.48,-100.34,-185.55,-250.00
1.38,-0.39,0.36,-104.35,-149.54,-250.00
